phenomenon	clause_wo	np_wo	alignment	n_languages	n_pairs	raw_accuracy	bad_parse_rate	weighted_accuracy
5_1_anc_ext_S_marker	svo	gn	erg-abs	8	800	0.652500	0.085000	0.597037
5_1_anc_ext_S_marker	svo	gn	nom-acc	8	800	0.732500	0.000000	0.732500
5_1_anc_ext_S_marker	svo	ng	erg-abs	8	800	0.638750	0.037500	0.614797
5_1_anc_ext_S_marker	svo	ng	nom-acc	8	800	0.890000	0.065000	0.832150
5_1_anc_ext_S_marker	vos	gn	erg-abs	8	800	0.612500	0.122500	0.537469
5_1_anc_ext_S_marker	vos	gn	nom-acc	8	800	0.612500	0.137500	0.528281
5_1_anc_ext_S_marker	vos	ng	erg-abs	8	800	0.786250	0.000000	0.786250
5_1_anc_ext_S_marker	vos	ng	nom-acc	8	800	0.470000	0.072500	0.435925
5_2_anc_ext_A_marker	sov	gn	erg-abs	8	800	0.996250	0.500000	0.498125
5_2_anc_ext_A_marker	sov	gn	nom-acc	8	800	0.500000	0.060000	0.470000
5_2_anc_ext_A_marker	sov	ng	erg-abs	8	800	0.998750	0.030000	0.968788
5_2_anc_ext_A_marker	sov	ng	nom-acc	8	800	0.636250	0.060000	0.598075
5_2_anc_ext_A_marker	svo	gn	erg-abs	8	800	0.990000	0.000000	0.990000
5_2_anc_ext_A_marker	svo	gn	nom-acc	8	800	0.761250	0.000000	0.761250
5_2_anc_ext_A_marker	svo	ng	erg-abs	8	800	0.980000	0.030000	0.950600
5_2_anc_ext_A_marker	svo	ng	nom-acc	8	800	0.906250	0.060000	0.851875
5_2_anc_ext_A_marker	vos	gn	erg-abs	8	800	0.967500	0.030000	0.938475
5_2_anc_ext_A_marker	vos	gn	nom-acc	8	800	0.602500	0.060000	0.566350
5_2_anc_ext_A_marker	vos	ng	erg-abs	8	800	1.000000	0.500000	0.500000
5_2_anc_ext_A_marker	vos	ng	nom-acc	8	800	0.503750	0.060000	0.473525
5_3_anc_ext_P_marker	sov	gn	erg-abs	8	800	0.952500	0.000000	0.952500
5_3_anc_ext_P_marker	sov	gn	nom-acc	8	800	0.996250	0.100000	0.896625
5_3_anc_ext_P_marker	sov	ng	erg-abs	8	800	0.608750	0.077500	0.561572
5_3_anc_ext_P_marker	sov	ng	nom-acc	8	800	0.977500	0.591250	0.399553
5_3_anc_ext_P_marker	svo	gn	erg-abs	8	800	0.710000	0.095000	0.642550
5_3_anc_ext_P_marker	svo	gn	nom-acc	8	800	0.915000	0.126250	0.799481
5_3_anc_ext_P_marker	svo	ng	erg-abs	8	800	0.826250	0.000000	0.826250
5_3_anc_ext_P_marker	svo	ng	nom-acc	8	800	0.987500	0.031250	0.956641
5_3_anc_ext_P_marker	vos	gn	erg-abs	8	800	0.905000	0.077500	0.834863
5_3_anc_ext_P_marker	vos	gn	nom-acc	8	800	0.981250	0.591250	0.401086
5_3_anc_ext_P_marker	vos	ng	erg-abs	8	800	0.977500	0.000000	0.977500
5_3_anc_ext_P_marker	vos	ng	nom-acc	8	800	0.996250	0.100000	0.896625
5_4_anc_ext_gen_marker	sov	gn	erg-abs	8	512	0.642578	0.000000	0.642578
5_4_anc_ext_gen_marker	sov	gn	nom-acc	8	512	0.941406	0.000000	0.941406
5_4_anc_ext_gen_marker	sov	ng	erg-abs	8	512	0.583984	0.066406	0.545204
5_4_anc_ext_gen_marker	sov	ng	nom-acc	8	512	0.824219	0.078125	0.759827
5_4_anc_ext_gen_marker	svo	gn	erg-abs	8	512	0.902344	0.000000	0.902344
5_4_anc_ext_gen_marker	svo	gn	nom-acc	8	512	0.947266	0.000000	0.947266
5_4_anc_ext_gen_marker	svo	ng	erg-abs	8	512	0.718750	0.050781	0.682251
5_4_anc_ext_gen_marker	svo	ng	nom-acc	8	512	0.873047	0.078125	0.804840
5_4_anc_ext_gen_marker	vos	gn	erg-abs	8	512	0.814453	0.066406	0.760368
5_4_anc_ext_gen_marker	vos	gn	nom-acc	8	512	0.783203	0.078125	0.722015
5_4_anc_ext_gen_marker	vos	ng	erg-abs	8	512	0.767578	0.000000	0.767578
5_4_anc_ext_gen_marker	vos	ng	nom-acc	8	512	0.849609	0.000000	0.849609
6_1_anc_omit_S	sov	gn	erg-abs	8	688	0.963663	0.209302	0.761966
6_1_anc_omit_S	sov	gn	nom-acc	8	688	0.997093	0.011628	0.985499
6_1_anc_omit_S	sov	ng	erg-abs	8	688	0.963663	0.209302	0.761966
6_1_anc_omit_S	sov	ng	nom-acc	8	688	0.997093	0.011628	0.985499
6_1_anc_omit_S	svo	gn	erg-abs	8	688	0.954942	0.209302	0.755070
6_1_anc_omit_S	svo	gn	nom-acc	8	688	1.000000	0.023256	0.976744
6_1_anc_omit_S	svo	ng	erg-abs	8	688	0.954942	0.209302	0.755070
6_1_anc_omit_S	svo	ng	nom-acc	8	688	1.000000	0.011628	0.988372
6_1_anc_omit_S	vos	gn	erg-abs	8	688	0.991279	0.209302	0.783802
6_1_anc_omit_S	vos	gn	nom-acc	8	688	0.998547	0.011628	0.986936
6_1_anc_omit_S	vos	ng	erg-abs	8	688	0.986919	0.209302	0.780354
6_1_anc_omit_S	vos	ng	nom-acc	8	688	1.000000	0.011628	0.988372
6_2_anc_omit_A	sov	gn	erg-abs	8	800	0.713750	0.505000	0.353306
6_2_anc_omit_A	sov	gn	nom-acc	8	800	0.888750	0.005000	0.884306
6_2_anc_omit_A	sov	ng	erg-abs	8	800	0.728750	0.381250	0.450914
6_2_anc_omit_A	sov	ng	nom-acc	8	800	0.896250	0.003750	0.892889
6_2_anc_omit_A	svo	gn	erg-abs	8	800	0.577500	0.126250	0.504591
6_2_anc_omit_A	svo	gn	nom-acc	8	800	0.816250	0.007500	0.810128
6_2_anc_omit_A	svo	ng	erg-abs	8	800	0.548750	0.010000	0.543262
6_2_anc_omit_A	svo	ng	nom-acc	8	800	0.800000	0.000000	0.800000
6_2_anc_omit_A	vos	gn	erg-abs	8	800	0.731250	0.381250	0.452461
6_2_anc_omit_A	vos	gn	nom-acc	8	800	0.793750	0.003750	0.790773
6_2_anc_omit_A	vos	ng	erg-abs	8	800	0.680000	0.505000	0.336600
6_2_anc_omit_A	vos	ng	nom-acc	8	800	0.765000	0.005000	0.761175
6_3_anc_omit_P	sov	gn	erg-abs	8	800	0.643750	0.000000	0.643750
6_3_anc_omit_P	sov	gn	nom-acc	8	800	0.940000	0.500000	0.470000
6_3_anc_omit_P	sov	ng	erg-abs	8	800	0.731250	0.000000	0.731250
6_3_anc_omit_P	sov	ng	nom-acc	8	800	0.947500	0.250000	0.710625
6_3_anc_omit_P	svo	gn	erg-abs	8	800	0.661250	0.000000	0.661250
6_3_anc_omit_P	svo	gn	nom-acc	8	800	0.926250	0.375000	0.578906
6_3_anc_omit_P	svo	ng	erg-abs	8	800	0.737500	0.000000	0.737500
6_3_anc_omit_P	svo	ng	nom-acc	8	800	0.961250	0.125000	0.841094
6_3_anc_omit_P	vos	gn	erg-abs	8	800	0.812500	0.000000	0.812500
6_3_anc_omit_P	vos	gn	nom-acc	8	800	0.921250	0.250000	0.690937
6_3_anc_omit_P	vos	ng	erg-abs	8	800	0.731250	0.000000	0.731250
6_3_anc_omit_P	vos	ng	nom-acc	8	800	0.923750	0.500000	0.461875
6_4_anc_omit_A_P	sov	gn	erg-abs	8	800	0.826250	0.510000	0.404863
6_4_anc_omit_A_P	sov	gn	nom-acc	8	800	0.963750	0.005000	0.958931
6_4_anc_omit_A_P	sov	ng	erg-abs	8	800	0.816250	0.515000	0.395881
6_4_anc_omit_A_P	sov	ng	nom-acc	8	800	0.968750	0.005000	0.963906
6_4_anc_omit_A_P	svo	gn	erg-abs	8	800	0.811250	0.510000	0.397512
6_4_anc_omit_A_P	svo	gn	nom-acc	8	800	0.963750	0.000000	0.963750
6_4_anc_omit_A_P	svo	ng	erg-abs	8	800	0.823750	0.510000	0.403637
6_4_anc_omit_A_P	svo	ng	nom-acc	8	800	0.988750	0.000000	0.988750
6_4_anc_omit_A_P	vos	gn	erg-abs	8	800	0.907500	0.515000	0.440137
6_4_anc_omit_A_P	vos	gn	nom-acc	8	800	0.958750	0.005000	0.953956
6_4_anc_omit_A_P	vos	ng	erg-abs	8	800	0.902500	0.510000	0.442225
6_4_anc_omit_A_P	vos	ng	nom-acc	8	800	0.966250	0.005000	0.961419
