phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_pairs	accuracy_strict	mean_delta_good_minus_bad	bad_parse	bad_skip	bad_parse_rate	accuracy_when_bad_parse	accuracy_when_bad_skip
1_4_tran_V_form	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				100	1.000000	2.295688	0	100	0.000000		1.000000
1_4_tran_V_form	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	2.363565	0	100	0.000000		1.000000
1_4_tran_V_form	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				100	1.000000	2.419508	0	100	0.000000		1.000000
1_4_tran_V_form	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				100	0.980000	0.883777	0	100	0.000000		0.980000
1_4_tran_V_form	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				100	0.980000	0.848875	0	100	0.000000		0.980000
1_4_tran_V_form	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				100	0.960000	0.788265	0	100	0.000000		0.960000
1_4_tran_V_form	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				100	0.990000	0.799177	0	100	0.000000		0.990000
1_4_tran_V_form	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				100	1.000000	1.501107	0	100	0.000000		1.000000
1_4_tran_V_form	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	1.786815	0	100	0.000000		1.000000
1_4_tran_V_form	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	2.114010	0	100	0.000000		1.000000
1_4_tran_V_form	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				100	1.000000	2.045327	0	100	0.000000		1.000000
1_4_tran_V_form	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				100	0.960000	0.722395	0	100	0.000000		0.960000
1_4_tran_V_form	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				100	0.970000	0.697050	0	100	0.000000		0.970000
1_4_tran_V_form	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				100	0.970000	0.653464	0	100	0.000000		0.970000
1_4_tran_V_form	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				100	1.000000	0.707889	0	100	0.000000		1.000000
1_4_tran_V_form	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				100	1.000000	2.191224	0	100	0.000000		1.000000
1_4_tran_V_form	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				100	1.000000	2.344262	0	100	0.000000		1.000000
1_4_tran_V_form	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				100	1.000000	2.653506	0	100	0.000000		1.000000
1_4_tran_V_form	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				100	1.000000	2.546996	0	100	0.000000		1.000000
1_4_tran_V_form	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				100	0.990000	0.779160	0	100	0.000000		0.990000
1_4_tran_V_form	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				100	0.990000	0.834252	0	100	0.000000		0.990000
1_4_tran_V_form	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				100	0.980000	0.806074	0	100	0.000000		0.980000
1_4_tran_V_form	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				100	0.980000	0.735844	0	100	0.000000		0.980000
1_4_tran_V_form	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				100	1.000000	1.878160	0	100	0.000000		1.000000
1_4_tran_V_form	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	2.119676	0	100	0.000000		1.000000
1_4_tran_V_form	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	2.233540	0	100	0.000000		1.000000
1_4_tran_V_form	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				100	1.000000	2.180189	0	100	0.000000		1.000000
1_4_tran_V_form	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				100	0.960000	0.716906	0	100	0.000000		0.960000
1_4_tran_V_form	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				100	0.980000	0.657618	0	100	0.000000		0.980000
1_4_tran_V_form	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				100	0.980000	0.719088	0	100	0.000000		0.980000
1_4_tran_V_form	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				100	0.950000	0.669651	0	100	0.000000		0.950000
1_4_tran_V_form	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				100	1.000000	2.383617	0	100	0.000000		1.000000
1_4_tran_V_form	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				100	1.000000	2.287348	0	100	0.000000		1.000000
1_4_tran_V_form	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	2.423263	0	100	0.000000		1.000000
1_4_tran_V_form	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				100	1.000000	2.267490	0	100	0.000000		1.000000
1_4_tran_V_form	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				100	1.000000	1.833712	0	100	0.000000		1.000000
1_4_tran_V_form	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				100	1.000000	2.075477	0	100	0.000000		1.000000
1_4_tran_V_form	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				100	1.000000	2.048125	0	100	0.000000		1.000000
1_4_tran_V_form	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				100	1.000000	2.072849	0	100	0.000000		1.000000
1_4_tran_V_form	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				100	1.000000	2.094322	0	100	0.000000		1.000000
1_4_tran_V_form	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	2.071797	0	100	0.000000		1.000000
1_4_tran_V_form	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	2.593605	0	100	0.000000		1.000000
1_4_tran_V_form	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				100	1.000000	2.499578	0	100	0.000000		1.000000
1_4_tran_V_form	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				100	1.000000	1.915615	0	100	0.000000		1.000000
1_4_tran_V_form	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				100	1.000000	1.900659	0	100	0.000000		1.000000
1_4_tran_V_form	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	1.864854	0	100	0.000000		1.000000
1_4_tran_V_form	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				100	1.000000	1.917411	0	100	0.000000		1.000000
1_4_tran_V_form	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				100	1.000000	2.362817	0	100	0.000000		1.000000
1_4_tran_V_form	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				100	1.000000	2.479804	0	100	0.000000		1.000000
1_4_tran_V_form	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				100	1.000000	2.196986	0	100	0.000000		1.000000
1_4_tran_V_form	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				100	1.000000	2.459533	0	100	0.000000		1.000000
1_4_tran_V_form	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				100	0.990000	1.976648	0	100	0.000000		0.990000
1_4_tran_V_form	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				100	1.000000	2.101028	0	100	0.000000		1.000000
1_4_tran_V_form	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				100	0.990000	1.803359	0	100	0.000000		0.990000
1_4_tran_V_form	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				100	1.000000	1.944284	0	100	0.000000		1.000000
1_4_tran_V_form	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				100	1.000000	2.176216	0	100	0.000000		1.000000
1_4_tran_V_form	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	2.191638	0	100	0.000000		1.000000
1_4_tran_V_form	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	2.437146	0	100	0.000000		1.000000
1_4_tran_V_form	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				100	1.000000	2.352356	0	100	0.000000		1.000000
1_4_tran_V_form	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				100	1.000000	1.822836	0	100	0.000000		1.000000
1_4_tran_V_form	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				100	1.000000	1.838410	0	100	0.000000		1.000000
1_4_tran_V_form	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.896040	0	100	0.000000		1.000000
1_4_tran_V_form	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				100	1.000000	1.919382	0	100	0.000000		1.000000
1_5_tran_A_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				100	0.790000	0.488526	14	86	0.140000	1.000000	0.755814
1_5_tran_A_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				100	0.800000	0.445367	14	86	0.140000	1.000000	0.767442
1_5_tran_A_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				100	0.870000	0.599760	14	86	0.140000	0.928571	0.860465
1_5_tran_A_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				100	0.810000	0.507686	14	86	0.140000	1.000000	0.779070
1_5_tran_A_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				100	0.850000	0.444312	14	86	0.140000	1.000000	0.825581
1_5_tran_A_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				100	0.860000	0.552513	14	86	0.140000	1.000000	0.837209
1_5_tran_A_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				100	0.790000	0.509977	14	86	0.140000	0.928571	0.767442
1_5_tran_A_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				100	0.830000	0.581712	14	86	0.140000	0.928571	0.813953
1_5_tran_A_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				100	1.000000	1.488563	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				100	1.000000	1.509046	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	1.526315	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				100	1.000000	1.462902	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				100	1.000000	1.484764	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				100	1.000000	1.466612	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	1.531616	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				100	1.000000	1.461358	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				100	0.980000	0.655126	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				100	0.950000	0.580856	4	96	0.040000	1.000000	0.947917
1_5_tran_A_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				100	0.990000	0.924425	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				100	0.990000	0.874583	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				100	0.980000	0.774178	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				100	0.970000	0.651101	4	96	0.040000	1.000000	0.968750
1_5_tran_A_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				100	1.000000	0.864389	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				100	1.000000	0.867906	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				100	1.000000	1.729508	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				100	1.000000	1.781132	2	98	0.020000	1.000000	1.000000
1_5_tran_A_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	1.779438	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				100	1.000000	1.631593	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				100	1.000000	1.580378	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				100	1.000000	1.746471	2	98	0.020000	1.000000	1.000000
1_5_tran_A_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.860434	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				100	1.000000	1.719771	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				100	0.980000	0.728455	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				100	0.950000	0.687535	4	96	0.040000	1.000000	0.947917
1_5_tran_A_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				100	0.950000	0.722441	4	96	0.040000	1.000000	0.947917
1_5_tran_A_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				100	1.000000	0.837453	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				100	0.960000	0.623389	4	96	0.040000	1.000000	0.958333
1_5_tran_A_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				100	0.950000	0.606693	4	96	0.040000	1.000000	0.947917
1_5_tran_A_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				100	0.980000	0.690654	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				100	0.970000	0.836240	4	96	0.040000	1.000000	0.968750
1_5_tran_A_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				100	1.000000	2.641142	0	100	0.000000		1.000000
1_5_tran_A_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	2.657596	0	100	0.000000		1.000000
1_5_tran_A_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	2.555959	0	100	0.000000		1.000000
1_5_tran_A_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				100	1.000000	2.354753	0	100	0.000000		1.000000
1_5_tran_A_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				100	1.000000	2.373620	0	100	0.000000		1.000000
1_5_tran_A_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				100	1.000000	2.412246	0	100	0.000000		1.000000
1_5_tran_A_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	2.509760	0	100	0.000000		1.000000
1_5_tran_A_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				100	1.000000	2.352390	0	100	0.000000		1.000000
1_5_tran_A_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				100	1.000000	0.819086	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				100	0.980000	0.835925	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				100	0.990000	0.882267	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				100	1.000000	0.960685	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				100	0.980000	0.797603	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				100	0.980000	0.714063	4	96	0.040000	1.000000	0.979167
1_5_tran_A_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				100	1.000000	0.823095	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				100	0.990000	0.783954	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				100	1.000000	2.343160	0	100	0.000000		1.000000
1_5_tran_A_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	2.383293	0	100	0.000000		1.000000
1_5_tran_A_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	2.286879	0	100	0.000000		1.000000
1_5_tran_A_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				100	1.000000	2.358647	0	100	0.000000		1.000000
1_5_tran_A_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				100	1.000000	2.077442	0	100	0.000000		1.000000
1_5_tran_A_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				100	1.000000	2.094453	0	100	0.000000		1.000000
1_5_tran_A_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.894472	0	100	0.000000		1.000000
1_5_tran_A_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				100	1.000000	2.115323	0	100	0.000000		1.000000
1_5_tran_A_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				100	0.960000	0.847658	4	96	0.040000	1.000000	0.958333
1_5_tran_A_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				100	0.990000	0.817962	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	1.215610	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				100	1.000000	1.087363	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				100	0.990000	0.987823	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				100	0.990000	1.008524	4	96	0.040000	1.000000	0.989583
1_5_tran_A_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				100	0.970000	1.079441	4	96	0.040000	1.000000	0.968750
1_5_tran_A_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				100	1.000000	1.067771	4	96	0.040000	1.000000	1.000000
1_5_tran_A_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				100	1.000000	1.872822	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	1.856319	2	98	0.020000	1.000000	1.000000
1_5_tran_A_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	1.961025	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				100	1.000000	1.818179	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				100	1.000000	1.971515	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				100	1.000000	1.834434	2	98	0.020000	1.000000	1.000000
1_5_tran_A_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	1.970853	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				100	1.000000	1.934451	1	99	0.010000	1.000000	1.000000
1_5_tran_A_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				100	0.790000	0.508249	14	86	0.140000	0.785714	0.790698
1_5_tran_A_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				100	0.860000	0.517446	14	86	0.140000	0.928571	0.848837
1_5_tran_A_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				100	0.840000	0.548148	14	86	0.140000	0.928571	0.825581
1_5_tran_A_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				100	0.840000	0.705198	14	86	0.140000	0.714286	0.860465
1_5_tran_A_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				100	0.800000	0.627788	14	86	0.140000	0.785714	0.802326
1_5_tran_A_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				100	0.870000	0.723922	14	86	0.140000	0.857143	0.872093
1_5_tran_A_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				100	0.790000	0.575985	14	86	0.140000	0.714286	0.802326
1_5_tran_A_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				100	0.880000	0.661840	14	86	0.140000	0.928571	0.872093
1_5_tran_A_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				100	1.000000	1.517693	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	1.552431	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	1.561212	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				100	1.000000	1.671654	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				100	1.000000	1.702556	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				100	1.000000	1.432381	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.631770	52	48	0.520000	1.000000	1.000000
1_5_tran_A_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				100	1.000000	1.601786	52	48	0.520000	1.000000	1.000000
1_6_tran_P_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				100	1.000000	1.718838	0	100	0.000000		1.000000
1_6_tran_P_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				100	1.000000	1.804115	0	100	0.000000		1.000000
1_6_tran_P_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	1.685938	0	100	0.000000		1.000000
1_6_tran_P_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				100	1.000000	1.695498	0	100	0.000000		1.000000
1_6_tran_P_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				100	1.000000	1.821673	0	100	0.000000		1.000000
1_6_tran_P_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				100	1.000000	1.907697	0	100	0.000000		1.000000
1_6_tran_P_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				100	1.000000	1.625000	0	100	0.000000		1.000000
1_6_tran_P_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				100	1.000000	1.799943	0	100	0.000000		1.000000
1_6_tran_P_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				100	0.980000	0.891267	3	97	0.030000	1.000000	0.979381
1_6_tran_P_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				100	0.950000	0.906303	3	97	0.030000	1.000000	0.948454
1_6_tran_P_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				100	0.980000	0.853308	3	97	0.030000	1.000000	0.979381
1_6_tran_P_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				100	0.970000	0.802459	3	97	0.030000	1.000000	0.969072
1_6_tran_P_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				100	0.970000	0.815947	3	97	0.030000	1.000000	0.969072
1_6_tran_P_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				100	0.980000	0.816813	3	97	0.030000	1.000000	0.979381
1_6_tran_P_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				100	0.990000	0.760975	3	97	0.030000	1.000000	0.989691
1_6_tran_P_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				100	0.970000	0.748200	3	97	0.030000	1.000000	0.969072
