phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_pairs	accuracy_strict	mean_delta_good_minus_bad	bad_parse	bad_skip	bad_parse_rate	accuracy_when_bad_parse	accuracy_when_bad_skip
3_2_clausal_S_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				100	0.320000	-0.139082	2	98	0.020000	0.000000	0.326531
3_2_clausal_S_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				100	0.630000	0.109587	2	98	0.020000	0.500000	0.632653
3_2_clausal_S_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				100	0.990000	0.614018	70	30	0.700000	1.000000	0.966667
3_2_clausal_S_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				100	0.990000	0.562324	70	30	0.700000	1.000000	0.966667
3_2_clausal_S_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				100	0.980000	0.520912	70	30	0.700000	1.000000	0.933333
3_2_clausal_S_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				100	1.000000	0.643253	70	30	0.700000	1.000000	1.000000
3_2_clausal_S_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				100	0.990000	0.606826	55	45	0.550000	0.981818	1.000000
3_2_clausal_S_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				100	0.870000	0.300564	100	0	1.000000	0.870000	
3_2_clausal_S_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				100	0.680000	0.128318	100	0	1.000000	0.680000	
3_2_clausal_S_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				100	0.860000	0.266292	100	0	1.000000	0.860000	
3_3_clausal_A_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				100	0.220000	-0.206945	0	100	0.000000		0.220000
3_3_clausal_A_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				100	0.100000	-0.336652	0	100	0.000000		0.100000
3_3_clausal_A_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				100	0.950000	0.518871	0	100	0.000000		0.950000
3_3_clausal_A_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				100	0.180000	-0.305143	0	100	0.000000		0.180000
3_3_clausal_A_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				100	0.180000	-0.182756	100	0	1.000000	0.180000	
3_3_clausal_A_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				100	0.210000	-0.170962	0	100	0.000000		0.210000
3_3_clausal_A_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				100	0.920000	0.412259	0	100	0.000000		0.920000
3_3_clausal_A_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				100	0.190000	-0.202699	0	100	0.000000		0.190000
3_3_clausal_A_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				100	1.000000	0.635704	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				100	1.000000	0.649412	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	1.395507	3	97	0.030000	1.000000	1.000000
3_3_clausal_A_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				100	0.990000	0.550448	99	1	0.990000	0.989899	1.000000
3_3_clausal_A_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				100	0.990000	0.426603	100	0	1.000000	0.990000	
3_3_clausal_A_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				100	1.000000	0.506049	100	0	1.000000	1.000000	
3_3_clausal_A_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	1.266321	4	96	0.040000	1.000000	1.000000
3_3_clausal_A_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				100	0.970000	0.408452	99	1	0.990000	0.979798	0.000000
3_3_clausal_A_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				100	0.400000	-0.106899	0	100	0.000000		0.400000
3_3_clausal_A_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				100	0.300000	-0.089028	0	100	0.000000		0.300000
3_3_clausal_A_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				100	0.890000	0.394956	0	100	0.000000		0.890000
3_3_clausal_A_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				100	0.660000	0.136977	0	100	0.000000		0.660000
3_3_clausal_A_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				100	0.130000	-0.290441	100	0	1.000000	0.130000	
3_3_clausal_A_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				100	0.180000	-0.129589	0	100	0.000000		0.180000
3_3_clausal_A_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				100	0.860000	0.360720	0	100	0.000000		0.860000
3_3_clausal_A_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				100	0.660000	0.073464	0	100	0.000000		0.660000
3_3_clausal_A_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				100	1.000000	0.992687	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				100	1.000000	1.154258	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	1.495540	3	97	0.030000	1.000000	1.000000
3_3_clausal_A_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				100	1.000000	1.072774	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				100	1.000000	0.851390	100	0	1.000000	1.000000	
3_3_clausal_A_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				100	0.990000	0.903400	100	0	1.000000	0.990000	
3_3_clausal_A_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.542765	4	96	0.040000	1.000000	1.000000
3_3_clausal_A_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				100	0.990000	0.963701	99	1	0.990000	1.000000	0.000000
3_3_clausal_A_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				100	0.970000	0.512696	0	100	0.000000		0.970000
3_3_clausal_A_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				100	0.960000	0.474335	0	100	0.000000		0.960000
3_3_clausal_A_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	0.657369	0	100	0.000000		1.000000
3_3_clausal_A_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				100	0.970000	0.482495	0	100	0.000000		0.970000
3_3_clausal_A_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				100	0.900000	0.399849	0	100	0.000000		0.900000
3_3_clausal_A_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				100	0.910000	0.312716	0	100	0.000000		0.910000
3_3_clausal_A_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				100	1.000000	0.677205	0	100	0.000000		1.000000
3_3_clausal_A_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				100	0.820000	0.225157	0	100	0.000000		0.820000
3_3_clausal_A_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				100	1.000000	1.905912	1	99	0.010000	1.000000	1.000000
3_3_clausal_A_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	1.854267	1	99	0.010000	1.000000	1.000000
3_3_clausal_A_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	2.293614	0	100	0.000000		1.000000
3_3_clausal_A_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				100	1.000000	1.629248	1	99	0.010000	1.000000	1.000000
3_3_clausal_A_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				100	1.000000	1.432489	0	100	0.000000		1.000000
3_3_clausal_A_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				100	1.000000	1.183553	100	0	1.000000	1.000000	
3_3_clausal_A_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	2.082907	0	100	0.000000		1.000000
3_3_clausal_A_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				100	0.990000	1.322937	4	96	0.040000	1.000000	0.989583
3_3_clausal_A_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				100	0.950000	0.319519	0	100	0.000000		0.950000
3_3_clausal_A_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				100	0.940000	0.338375	0	100	0.000000		0.940000
3_3_clausal_A_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				100	1.000000	0.824008	0	100	0.000000		1.000000
3_3_clausal_A_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				100	0.970000	0.382116	0	100	0.000000		0.970000
3_3_clausal_A_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				100	0.940000	0.268623	0	100	0.000000		0.940000
3_3_clausal_A_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				100	0.510000	-0.002050	0	100	0.000000		0.510000
3_3_clausal_A_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				100	1.000000	0.627440	0	100	0.000000		1.000000
3_3_clausal_A_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				100	0.860000	0.181998	0	100	0.000000		0.860000
3_3_clausal_A_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				100	1.000000	1.693037	0	100	0.000000		1.000000
3_3_clausal_A_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	1.639269	0	100	0.000000		1.000000
3_3_clausal_A_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	2.161364	0	100	0.000000		1.000000
3_3_clausal_A_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				100	1.000000	1.703892	0	100	0.000000		1.000000
3_3_clausal_A_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				100	1.000000	1.235480	0	100	0.000000		1.000000
3_3_clausal_A_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				100	1.000000	1.502345	0	100	0.000000		1.000000
3_3_clausal_A_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.853064	0	100	0.000000		1.000000
3_3_clausal_A_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				100	1.000000	1.298327	0	100	0.000000		1.000000
3_3_clausal_A_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				100	0.700000	0.284761	0	100	0.000000		0.700000
3_3_clausal_A_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				100	0.610000	0.141697	0	100	0.000000		0.610000
3_3_clausal_A_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				100	0.940000	0.406829	0	100	0.000000		0.940000
3_3_clausal_A_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				100	0.690000	0.234906	0	100	0.000000		0.690000
3_3_clausal_A_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				100	0.710000	0.167863	100	0	1.000000	0.710000	
3_3_clausal_A_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				100	0.720000	0.232956	0	100	0.000000		0.720000
3_3_clausal_A_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				100	0.910000	0.427118	0	100	0.000000		0.910000
3_3_clausal_A_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				100	0.700000	0.239329	0	100	0.000000		0.700000
3_3_clausal_A_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				100	1.000000	1.160281	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				100	0.990000	1.154085	99	1	0.990000	0.989899	1.000000
3_3_clausal_A_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	1.460308	3	97	0.030000	1.000000	1.000000
3_3_clausal_A_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				100	1.000000	1.044034	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				100	1.000000	1.094889	100	0	1.000000	1.000000	
3_3_clausal_A_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				100	0.990000	1.061704	100	0	1.000000	0.990000	
3_3_clausal_A_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	1.255095	4	96	0.040000	1.000000	1.000000
3_3_clausal_A_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				100	1.000000	1.120161	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				100	0.490000	-0.007021	0	100	0.000000		0.490000
3_3_clausal_A_marker	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				100	0.280000	-0.158193	0	100	0.000000		0.280000
3_3_clausal_A_marker	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				100	0.960000	0.401763	0	100	0.000000		0.960000
3_3_clausal_A_marker	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				100	0.550000	0.044385	0	100	0.000000		0.550000
3_3_clausal_A_marker	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				100	0.580000	0.025746	100	0	1.000000	0.580000	
3_3_clausal_A_marker	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				100	0.660000	0.076530	0	100	0.000000		0.660000
3_3_clausal_A_marker	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				100	0.970000	0.412567	0	100	0.000000		0.970000
3_3_clausal_A_marker	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				100	0.520000	0.008642	0	100	0.000000		0.520000
3_3_clausal_A_marker	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				100	1.000000	0.694558	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				100	1.000000	0.633080	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				100	1.000000	1.346883	3	97	0.030000	1.000000	1.000000
3_3_clausal_A_marker	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				100	1.000000	0.706119	99	1	0.990000	1.000000	1.000000
3_3_clausal_A_marker	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				100	1.000000	0.719837	100	0	1.000000	1.000000	
3_3_clausal_A_marker	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				100	0.960000	0.600493	100	0	1.000000	0.960000	
3_3_clausal_A_marker	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				100	1.000000	1.308682	4	96	0.040000	1.000000	1.000000
3_3_clausal_A_marker	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				100	0.980000	0.598195	99	1	0.990000	0.989899	0.000000
3_4_clausal_P_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				100	1.000000	1.527206	0	100	0.000000		1.000000
3_4_clausal_P_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				100	1.000000	1.422254	0	100	0.000000		1.000000
3_4_clausal_P_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	1.421150	0	100	0.000000		1.000000
3_4_clausal_P_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				100	1.000000	1.447222	0	100	0.000000		1.000000
3_4_clausal_P_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				100	1.000000	1.541795	0	100	0.000000		1.000000
3_4_clausal_P_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				100	1.000000	1.540329	0	100	0.000000		1.000000
3_4_clausal_P_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				100	1.000000	1.229453	0	100	0.000000		1.000000
3_4_clausal_P_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				100	1.000000	1.340311	0	100	0.000000		1.000000
3_4_clausal_P_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				100	0.990000	0.751939	4	96	0.040000	1.000000	0.989583
3_4_clausal_P_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				100	1.000000	0.735504	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				100	0.980000	0.581856	2	98	0.020000	1.000000	0.979592
3_4_clausal_P_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				100	1.000000	0.667153	1	99	0.010000	1.000000	1.000000
3_4_clausal_P_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				100	1.000000	0.727686	3	97	0.030000	1.000000	1.000000
3_4_clausal_P_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				100	0.980000	0.612748	2	98	0.020000	1.000000	0.979592
3_4_clausal_P_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				100	0.920000	0.362174	2	98	0.020000	1.000000	0.918367
3_4_clausal_P_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				100	0.900000	0.332701	1	99	0.010000	1.000000	0.898990
3_4_clausal_P_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				100	1.000000	1.049201	100	0	1.000000	1.000000	
3_4_clausal_P_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				100	1.000000	1.133058	100	0	1.000000	1.000000	
3_4_clausal_P_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				100	1.000000	1.065192	100	0	1.000000	1.000000	
3_4_clausal_P_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				100	1.000000	1.524626	0	100	0.000000		1.000000
3_4_clausal_P_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				100	1.000000	1.008044	100	0	1.000000	1.000000	
3_4_clausal_P_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				100	1.000000	1.082587	100	0	1.000000	1.000000	
3_4_clausal_P_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				100	1.000000	1.136511	100	0	1.000000	1.000000	
3_4_clausal_P_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				100	1.000000	1.245873	0	100	0.000000		1.000000
3_4_clausal_P_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				100	0.920000	0.292234	4	96	0.040000	1.000000	0.916667
3_4_clausal_P_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				100	0.910000	0.286208	2	98	0.020000	1.000000	0.908163
3_4_clausal_P_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				100	0.850000	0.221837	2	98	0.020000	1.000000	0.846939
3_4_clausal_P_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				100	1.000000	0.605556	1	99	0.010000	1.000000	1.000000
3_4_clausal_P_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				100	0.800000	0.164006	100	0	1.000000	0.800000	
3_4_clausal_P_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				100	0.850000	0.217627	2	98	0.020000	1.000000	0.846939
3_4_clausal_P_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				100	0.740000	0.145893	2	98	0.020000	0.500000	0.744898
3_4_clausal_P_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				100	0.960000	0.378372	1	99	0.010000	1.000000	0.959596
3_4_clausal_P_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				100	1.000000	2.022721	0	100	0.000000		1.000000
3_4_clausal_P_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				100	1.000000	1.897571	0	100	0.000000		1.000000
3_4_clausal_P_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	1.877215	0	100	0.000000		1.000000
3_4_clausal_P_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				100	1.000000	1.767307	0	100	0.000000		1.000000
3_4_clausal_P_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				100	1.000000	1.961828	0	100	0.000000		1.000000
3_4_clausal_P_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				100	1.000000	1.755854	0	100	0.000000		1.000000
3_4_clausal_P_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				100	1.000000	1.751524	0	100	0.000000		1.000000
3_4_clausal_P_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				100	1.000000	1.339547	0	100	0.000000		1.000000
3_4_clausal_P_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				100	1.000000	0.945861	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				100	1.000000	0.939369	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				100	1.000000	0.805128	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				100	0.970000	0.480206	1	99	0.010000	1.000000	0.969697
3_4_clausal_P_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				100	1.000000	1.011636	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				100	1.000000	0.928978	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				100	1.000000	0.777688	2	98	0.020000	1.000000	1.000000
3_4_clausal_P_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				100	0.930000	0.240035	1	99	0.010000	1.000000	0.929293
3_4_clausal_P_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				100	1.000000	1.880859	0	100	0.000000		1.000000
3_4_clausal_P_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				100	1.000000	1.941660	0	100	0.000000		1.000000
3_4_clausal_P_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				100	1.000000	2.183892	0	100	0.000000		1.000000
3_4_clausal_P_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				100	1.000000	2.105799	0	100	0.000000		1.000000
3_4_clausal_P_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				100	1.000000	1.982717	0	100	0.000000		1.000000
3_4_clausal_P_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				100	1.000000	1.872962	0	100	0.000000		1.000000
3_4_clausal_P_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				100	1.000000	1.877174	0	100	0.000000		1.000000
3_4_clausal_P_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				100	1.000000	1.941820	0	100	0.000000		1.000000
3_4_clausal_P_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				100	0.990000	0.588783	2	98	0.020000	1.000000	0.989796
3_4_clausal_P_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				100	0.880000	0.237904	2	98	0.020000	1.000000	0.877551
3_4_clausal_P_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				100	0.980000	0.350875	2	98	0.020000	1.000000	0.979592
3_4_clausal_P_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				100	0.990000	0.604224	1	99	0.010000	1.000000	0.989899
3_4_clausal_P_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				100	0.930000	0.265825	2	98	0.020000	1.000000	0.928571
3_4_clausal_P_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				100	0.970000	0.231361	2	98	0.020000	1.000000	0.969388
3_4_clausal_P_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				100	0.740000	0.131006	2	98	0.020000	1.000000	0.734694
3_4_clausal_P_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				100	0.940000	0.251968	1	99	0.010000	1.000000	0.939394
3_4_clausal_P_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				100	1.000000	0.924713	100	0	1.000000	1.000000	
3_4_clausal_P_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				100	1.000000	1.015465	100	0	1.000000	1.000000	
3_4_clausal_P_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				100	1.000000	0.959920	100	0	1.000000	1.000000	
