phenomenon	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_wo	anc_wo_choice	anc_iv_order	anc_tv_order	n_languages	n_pairs	raw_accuracy	bad_parse_rate	weighted_accuracy
1_8_tran_VP_order	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				1	100	1.000000	0.000000	1.000000
1_8_tran_VP_order	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				1	100	1.000000	0.000000	1.000000
1_9_intran_V_valency	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				1	100	0.720000	0.510000	0.352800
1_9_intran_V_valency	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				1	100	0.610000	0.510000	0.298900
1_9_intran_V_valency	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				1	100	0.640000	0.510000	0.313600
1_9_intran_V_valency	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				1	100	0.600000	0.510000	0.294000
1_9_intran_V_valency	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				1	100	0.640000	0.510000	0.313600
1_9_intran_V_valency	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				1	100	0.720000	0.510000	0.352800
1_9_intran_V_valency	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				1	100	0.700000	0.510000	0.343000
1_9_intran_V_valency	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				1	100	0.650000	0.510000	0.318500
1_9_intran_V_valency	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				1	100	0.610000	0.510000	0.298900
1_9_intran_V_valency	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				1	100	0.650000	0.510000	0.318500
1_9_intran_V_valency	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				1	100	0.600000	0.510000	0.294000
1_9_intran_V_valency	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				1	100	0.620000	0.510000	0.303800
1_9_intran_V_valency	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				1	100	0.650000	0.510000	0.318500
1_9_intran_V_valency	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				1	100	0.620000	0.510000	0.303800
1_9_intran_V_valency	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				1	100	0.730000	0.510000	0.357700
1_9_intran_V_valency	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				1	100	0.760000	0.510000	0.372400
1_9_intran_V_valency	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				1	100	0.750000	0.510000	0.367500
1_9_intran_V_valency	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				1	100	0.730000	0.510000	0.357700
1_9_intran_V_valency	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				1	100	0.750000	0.510000	0.367500
1_9_intran_V_valency	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				1	100	0.790000	0.510000	0.387100
1_9_intran_V_valency	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				1	100	0.730000	0.510000	0.357700
1_9_intran_V_valency	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				1	100	0.760000	0.510000	0.372400
1_9_intran_V_valency	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				1	100	0.780000	0.510000	0.382200
1_9_intran_V_valency	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				1	100	0.770000	0.510000	0.377300
1_9_intran_V_valency	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				1	100	0.760000	0.510000	0.372400
1_9_intran_V_valency	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				1	100	0.710000	0.510000	0.347900
1_9_intran_V_valency	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				1	100	0.750000	0.510000	0.367500
1_9_intran_V_valency	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				1	100	0.780000	0.510000	0.382200
1_9_intran_V_valency	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				1	100	0.700000	0.510000	0.343000
1_9_intran_V_valency	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				1	100	0.770000	0.510000	0.377300
1_9_intran_V_valency	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				1	100	0.730000	0.510000	0.357700
1_9_intran_V_valency	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				1	100	0.720000	0.510000	0.352800
1_9_intran_V_valency	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				1	100	0.600000	0.510000	0.294000
1_9_intran_V_valency	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				1	100	0.560000	0.510000	0.274400
1_9_intran_V_valency	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				1	100	0.620000	0.510000	0.303800
1_9_intran_V_valency	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				1	100	0.620000	0.510000	0.303800
1_9_intran_V_valency	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				1	100	0.640000	0.510000	0.313600
1_9_intran_V_valency	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				1	100	0.650000	0.510000	0.318500
1_9_intran_V_valency	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos				1	100	0.690000	0.510000	0.338100
1_9_intran_V_valency	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos				1	100	0.610000	0.510000	0.298900
1_9_intran_V_valency	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos				1	100	0.740000	0.510000	0.362600
1_9_intran_V_valency	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos				1	100	0.670000	0.510000	0.328300
1_9_intran_V_valency	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos				1	100	0.680000	0.510000	0.333200
1_9_intran_V_valency	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos				1	100	0.640000	0.510000	0.313600
1_9_intran_V_valency	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos				1	100	0.610000	0.510000	0.298900
1_9_intran_V_valency	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos				1	100	0.630000	0.510000	0.308700
1_9_intran_V_valency	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos				1	100	0.610000	0.510000	0.298900
1_9_intran_V_valency	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos				1	100	0.660000	0.510000	0.323400
1_9_intran_V_valency	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos				1	100	0.700000	0.510000	0.343000
2_1_intran_gen_marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov				1	100	0.980000	0.000000	0.980000
2_1_intran_gen_marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov				1	100	0.980000	0.000000	0.980000
2_1_intran_gen_marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov				1	100	0.970000	0.000000	0.970000
2_1_intran_gen_marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov				1	100	0.970000	0.000000	0.970000
2_1_intran_gen_marker	07_sov_gn_ac_d_no	sov	gn	nom-acc	deranking	nomn	sov				1	100	0.980000	0.000000	0.980000
2_1_intran_gen_marker	08_sov_gn_er_b_se	sov	gn	erg-abs	balancing	sent	sov				1	100	0.740000	0.480000	0.384800
2_1_intran_gen_marker	09_sov_gn_er_b_pa	sov	gn	erg-abs	balancing	poss-acc	sov				1	100	0.760000	0.480000	0.395200
2_1_intran_gen_marker	10_sov_gn_er_b_ep	sov	gn	erg-abs	balancing	erg-poss	sov				1	100	0.740000	0.480000	0.384800
2_1_intran_gen_marker	11_sov_gn_er_b_no	sov	gn	erg-abs	balancing	nomn	sov				1	100	0.760000	0.480000	0.395200
2_1_intran_gen_marker	12_sov_gn_er_d_se	sov	gn	erg-abs	deranking	sent	sov				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	13_sov_gn_er_d_pa	sov	gn	erg-abs	deranking	poss-acc	sov				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	14_sov_gn_er_d_ep	sov	gn	erg-abs	deranking	erg-poss	sov				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	15_sov_gn_er_d_no	sov	gn	erg-abs	deranking	nomn	sov				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	16_sov_ng_ac_b_se	sov	ng	nom-acc	balancing	sent	sov				1	100	0.740000	0.480000	0.384800
2_1_intran_gen_marker	17_sov_ng_ac_b_pa	sov	ng	nom-acc	balancing	poss-acc	ovs				1	100	0.740000	0.480000	0.384800
2_1_intran_gen_marker	18_sov_ng_ac_b_ep	sov	ng	nom-acc	balancing	erg-poss	vos				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	19_sov_ng_ac_b_no	sov	ng	nom-acc	balancing	nomn	ovs				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	20_sov_ng_ac_d_se	sov	ng	nom-acc	deranking	sent	sov				1	100	0.720000	0.480000	0.374400
2_1_intran_gen_marker	21_sov_ng_ac_d_pa	sov	ng	nom-acc	deranking	poss-acc	ovs				1	100	0.710000	0.480000	0.369200
2_1_intran_gen_marker	22_sov_ng_ac_d_ep	sov	ng	nom-acc	deranking	erg-poss	vos				1	100	0.790000	0.480000	0.410800
2_1_intran_gen_marker	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs				1	100	0.950000	0.000000	0.950000
2_1_intran_gen_marker	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos				1	100	0.920000	0.000000	0.920000
2_1_intran_gen_marker	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov				1	100	0.870000	0.000000	0.870000
2_1_intran_gen_marker	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs				1	100	0.930000	0.000000	0.930000
2_1_intran_gen_marker	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov				1	100	0.980000	0.000000	0.980000
2_1_intran_gen_marker	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo				1	100	0.950000	0.000000	0.950000
2_1_intran_gen_marker	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos				1	100	0.960000	0.000000	0.960000
2_1_intran_gen_marker	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos				1	100	0.960000	0.000000	0.960000
2_1_intran_gen_marker	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo				1	100	0.930000	0.000000	0.930000
2_1_intran_gen_marker	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos				1	100	0.950000	0.000000	0.950000
2_1_intran_gen_marker	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos				1	100	0.960000	0.000000	0.960000
2_1_intran_gen_marker	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos				1	100	0.950000	0.000000	0.950000
2_1_intran_gen_marker	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo				1	100	0.940000	0.000000	0.940000
2_1_intran_gen_marker	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos				1	100	0.970000	0.000000	0.970000
2_1_intran_gen_marker	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos				1	100	0.980000	0.000000	0.980000
2_1_intran_gen_marker	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos				1	100	0.920000	0.000000	0.920000
2_1_intran_gen_marker	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo				1	100	0.930000	0.000000	0.930000
2_1_intran_gen_marker	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos				1	100	0.910000	0.000000	0.910000
2_1_intran_gen_marker	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos				1	100	0.740000	0.480000	0.384800
2_1_intran_gen_marker	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo				1	100	0.800000	0.480000	0.416000
2_1_intran_gen_marker	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov				1	100	0.760000	0.480000	0.395200
2_1_intran_gen_marker	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos				1	100	0.760000	0.480000	0.395200
2_1_intran_gen_marker	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov				1	100	0.780000	0.480000	0.405600
2_1_intran_gen_marker	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo				1	100	0.770000	0.480000	0.400400
2_1_intran_gen_marker	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos				1	100	0.970000	0.000000	0.970000
2_1_intran_gen_marker	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo				1	100	0.970000	0.000000	0.970000
2_1_intran_gen_marker	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo				1	100	1.000000	0.000000	1.000000
2_1_intran_gen_marker	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov				1	100	0.990000	0.000000	0.990000
2_1_intran_gen_marker	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo				1	100	1.000000	0.000000	1.000000
