model_id	id	language	clause_wo	np_wo	alignment	alignment_code	comp_system	comp_system_code	strategy	strategy_code	anc_wo	overall_n_items	overall_accuracy_tie_ok	top_x_anc__iv_none_n_items	top_x_anc__iv_none_accuracy_tie_ok	top_x_anc__tv_arg_n_items	top_x_anc__tv_arg_accuracy_tie_ok	top_x_anc__iv_arg_n_items	top_x_anc__iv_arg_accuracy_tie_ok	top_x_anc__cv_bare_n_items	top_x_anc__cv_bare_accuracy_tie_ok	anc_bucket__none_n_items	anc_bucket__none_accuracy_tie_ok	anc_bucket__bare_n_items	anc_bucket__bare_accuracy_tie_ok	anc_bucket__arg_n_items	anc_bucket__arg_accuracy_tie_ok	complexity_bucket__iv_plain_n_items	complexity_bucket__iv_plain_accuracy_tie_ok	complexity_bucket__anc_bare_n_items	complexity_bucket__anc_bare_accuracy_tie_ok	complexity_bucket__anc_overt_arg_n_items	complexity_bucket__anc_overt_arg_accuracy_tie_ok	top_construction__tv_n_items	top_construction__tv_accuracy_tie_ok	top_construction__iv_n_items	top_construction__iv_accuracy_tie_ok	top_construction__cv_n_items	top_construction__cv_accuracy_tie_ok	top_construction__cop_n_n_items	top_construction__cop_n_accuracy_tie_ok	bare_minus_arg_accuracy	arg_minus_bare_accuracy
13_sov_gn_er_d_pa	13	13_sov_gn_er_d_pa	sov	gn	erg-abs	er	deranking	d	poss-acc	pa	sov	222811	0.9939231007445772	48526	0.9984750443061452	943	0.694591728525981	59	0.7288135593220338	1175	0.9931914893617021	214145	0.9964883606901865	6966	0.9902383003158197	1700	0.6858823529411765	43682	0.9983975092715535	6966	0.9902383003158197	1700	0.6858823529411765	98400	0.9928048780487805	49009	0.9981227937725724	36439	0.9947858064162024	38963	0.990657803557221	0.3043559473746432	-0.3043559473746432
14_sov_gn_er_d_ep	14	14_sov_gn_er_d_ep	sov	gn	erg-abs	er	deranking	d	erg-poss	ep	sov	222811	0.9954939388091252	48526	0.9988047644561678	943	0.8738069989395546	59	0.7627118644067796	1175	0.9923404255319149	214145	0.996591094818931	6966	0.9936836060867069	1700	0.8647058823529412	43682	0.9987409001419348	6966	0.9936836060867069	1700	0.8647058823529412	98400	0.9947154471544716	49009	0.9985308820828828	36439	0.9948132495403277	38963	0.9942766214100557	0.1289777237337657	-0.1289777237337657
15_sov_gn_er_d_no	15	15_sov_gn_er_d_no	sov	gn	erg-abs	er	deranking	d	nomn	no	sov	222811	0.9948027700607242	48526	0.9986399043811565	943	0.8610816542948038	59	0.7288135593220338	1175	0.9906382978723405	214145	0.9959840295127134	6966	0.9915302899799023	1700	0.8594117647058823	43682	0.9985806510690902	6966	0.9915302899799023	1700	0.8594117647058823	98400	0.993790650406504	49009	0.9983268379277276	36439	0.9941546145613217	38963	0.9935323255396145	0.13211852527402002	-0.13211852527402002
16_sov_ng_ac_b_se	16	16_sov_ng_ac_b_se	sov	ng	nom-acc	ac	balancing	b	sent	se	sov	222811	0.9917149512366984	48526	0.9981659316654989	943	0.42311770943796395	59	0.0847457627118644	1175	0.985531914893617	214145	0.9961614793714539	6966	0.9938271604938271	1700	0.4229411764705882	43682	0.9980770111258642	6966	0.9938271604938271	1700	0.4229411764705882	98400	0.9915548780487805	49009	0.99704135975025	36439	0.9855374735859931	38963	0.9911967764289198	0.570885984023239	-0.570885984023239
17_sov_ng_ac_b_pa	17	17_sov_ng_ac_b_pa	sov	ng	nom-acc	ac	balancing	b	poss-acc	pa	ovs	222811	0.9948611154745501	48526	0.9986811193999093	943	0.8600212089077413	59	0.7457627118644068	1175	0.9719148936170213	214145	0.9961381307058301	6966	0.9906689635371806	1700	0.8511764705882353	43682	0.9986035437937824	6966	0.9906689635371806	1700	0.8511764705882353	98400	0.9957723577235772	49009	0.9983472423432431	36439	0.9877878097642636	38963	0.9947899289069116	0.13949249294894528	-0.13949249294894528
18_sov_ng_ac_b_ep	18	18_sov_ng_ac_b_ep	sov	ng	nom-acc	ac	balancing	b	erg-poss	ep	vos	222811	0.9960908572736534	48526	0.9982277541936282	943	0.8981972428419936	59	0.711864406779661	1175	0.9931914893617021	214145	0.996950664269537	6966	0.9964111398219926	1700	0.8864705882352941	43682	0.9981456892999405	6966	0.9964111398219926	1700	0.8864705882352941	98400	0.996239837398374	49009	0.9978575363708706	36439	0.9931392189686874	38963	0.9962528552729513	0.10994055158669847	-0.10994055158669847
19_sov_ng_ac_b_no	19	19_sov_ng_ac_b_no	sov	ng	nom-acc	ac	balancing	b	nomn	no	ovs	222811	0.9959158210321752	48526	0.9983926142686395	943	0.8685047720042418	59	0.7457627118644068	1175	0.9914893617021276	214145	0.9971794811926499	6966	0.9928222796439851	1700	0.8494117647058823	43682	0.9983059383727851	6966	0.9928222796439851	1700	0.8494117647058823	98400	0.9960569105691057	49009	0.9980615805260258	36439	0.9933862070858146	38963	0.9952262402792392	0.14341051493810275	-0.14341051493810275
20_sov_ng_ac_d_se	20	20_sov_ng_ac_d_se	sov	ng	nom-acc	ac	deranking	d	sent	se	sov	222811	0.9922265956348654	48526	0.9982483617030046	943	0.4432661717921527	59	0.1016949152542373	1175	0.9804255319148936	214145	0.9965117093558103	6966	0.9912431811656618	1700	0.45647058823529413	43682	0.9981456892999405	6966	0.9912431811656618	1700	0.45647058823529413	98400	0.9919004065040651	49009	0.9971433818278276	36439	0.9870742885370071	38963	0.9916844185509329	0.5347725929303677	-0.5347725929303677
21_sov_ng_ac_d_pa	21	21_sov_ng_ac_d_pa	sov	ng	nom-acc	ac	deranking	d	poss-acc	pa	ovs	222811	0.994775841408189	48526	0.9982483617030046	943	0.8642629904559915	59	0.6779661016949152	1175	0.9625531914893617	214145	0.9961894977702024	6966	0.986505885730692	1700	0.8505882352941176	43682	0.9981227965752484	6966	0.986505885730692	1700	0.8505882352941176	98400	0.9957317073170732	49009	0.9978371319553552	36439	0.9878701391366393	38963	0.9949695865308112	0.13591765043657433	-0.13591765043657433
22_sov_ng_ac_d_ep	22	22_sov_ng_ac_d_ep	sov	ng	nom-acc	ac	deranking	d	erg-poss	ep	vos	222811	0.9962614054063758	48526	0.9988665869842971	943	0.9003181336161188	59	0.7627118644067796	1175	0.9872340425531915	214145	0.9971561325270261	6966	0.9951191501579099	1700	0.888235294117647	43682	0.9988095783160111	6966	0.9951191501579099	1700	0.888235294117647	98400	0.9967784552845529	49009	0.9985920953294293	36439	0.9919317215071763	38963	0.9960731976490517	0.10688385604026285	-0.10688385604026285
23_sov_ng_ac_d_no	23	23_sov_ng_ac_d_no	sov	ng	nom-acc	ac	deranking	d	nomn	no	ovs	222811	0.9961312502524561	48526	0.9984750443061452	943	0.8632025450689289	59	0.7966101694915254	1175	0.9914893617021276	214145	0.9973382521188914	6966	0.9931093884582257	1700	0.8564705882352941	43682	0.9983746165468614	6966	0.9931093884582257	1700	0.8564705882352941	98400	0.99625	49009	0.99822481585015	36439	0.9934410933340652	38963	0.9957138824012525	0.13663880022293162	-0.13663880022293162
24_sov_ng_er_b_se	24	24_sov_ng_er_b_se	sov	ng	erg-abs	er	balancing	b	sent	se	sov	222811	0.9906288289177824	48526	0.9983307917405102	943	0.3616118769883351	59	0.13559322033898305	1175	0.9829787234042553	214145	0.9954843680683649	6966	0.9922480620155039	1700	0.3723529411764706	43682	0.9982143674740167	6966	0.9922480620155039	1700	0.3723529411764706	98400	0.9903048780487805	49009	0.9972862127364361	36439	0.9839732155108537	38963	0.9892975386905526	0.6198951208390333	-0.6198951208390333
25_sov_ng_er_b_pa	25	25_sov_ng_er_b_pa	sov	ng	erg-abs	er	balancing	b	poss-acc	pa	ovs	222811	0.9938602672219953	48526	0.9988459794749207	943	0.7073170731707317	59	0.6440677966101694	1175	0.9812765957446808	214145	0.9963389292301945	6966	0.9909560723514211	1700	0.6935294117647058	43682	0.9987866855913191	6966	0.9909560723514211	1700	0.6935294117647058	98400	0.9938109756097561	49009	0.9984288600053052	36439	0.989379510963528	38963	0.9924287144213741	0.2974266605867153	-0.2974266605867153
26_sov_ng_er_b_ep	26	26_sov_ng_er_b_ep	sov	ng	erg-abs	er	balancing	b	erg-poss	ep	vos	222811	0.9949239489971321	48526	0.9985368668342745	943	0.8918345705196182	59	0.7457627118644068	1175	0.9846808510638297	214145	0.9959606808470896	6966	0.9936836060867069	1700	0.8694117647058823	43682	0.9984890801703219	6966	0.9936836060867069	1700	0.8694117647058823	98400	0.9952134146341464	49009	0.9982044114346345	36439	0.9906967809215401	38963	0.9940199676616277	0.12427184138082459	-0.12427184138082459
27_sov_ng_er_b_no	27	27_sov_ng_er_b_no	sov	ng	erg-abs	er	balancing	b	nomn	no	ovs	222811	0.9945155311003496	48526	0.998516259324898	943	0.8504772004241782	59	0.6779661016949152	1175	0.9889361702127659	214145	0.9958392677858461	6966	0.9909560723514211	1700	0.8423529411764706	43682	0.9984432947209377	6966	0.9909560723514211	1700	0.8423529411764706	98400	0.9942886178861788	49009	0.9981227937725724	36439	0.9909437690386673	38963	0.9938916407874137	0.1486031311749505	-0.1486031311749505
